10,2.4087e-05,2.0495e-05,2.6516e-05
11,3.3015e-05,1.7879e-05,5.5615e-05
12,6.4802e-05,2.4555e-05,0.00018684
13,0.00010714,3.2449e-05,0.00021098
14,0.00018364,4.5383e-05,0.00048722
15,0.00041468,6.7795e-05,0.00087238
16,0.00063028,8.4308e-05,0.0018066
17,0.0015162,0.00014933,0.0049781
18,0.0031342,0.00012869,0.011684
19,0.0057205,0.00040759,0.022318
20,0.011435,0.00064406,0.051204
21,0.025759,0.0013161,0.11272
22,0.059727,0.0010574,0.28322
23,0.13874,0.00095595,0.76983
24,0.38401,0.00087856,1.7077
25,1.0259,0.0016107,3.9856
26,1.9023,0.0092305,7.4476
27,4.4995,0.032919,19.196
28,8.271,0.0096559,34.954
29,15.344,0.035681,75.966
30,37.003,0.013034,329.38
